0.94920635,0,144,100,100
0.92698413,-0.2222222089767445,144,100,100
0.93968254,-0.05079364776611306,30,100,144
0.92698413,-0.16761903762817276,30,144,60
0.93968254,-0.007111110687255673,144,100,60
0.93968254,-0.005688888549804094,144,100,100
0.93333334,-0.06804317054748488,144,30,60
0.93650794,-0.022688506584167545,100,60,144
0.93015873,-0.08164286497497564,144,60,30
0.92698413,-0.09706032183380064,100,30,144
0.93015873,-0.04590222761322038,60,144,144
0.9079365,-0.2589439910673219,60,100,100
0.9142857,-0.14366313314621681,30,60,30
0.9206349,-0.05143844680933207,100,30,60
0.9142857,-0.10464281715510726,100,144,144
0.93968254,0.17025398510648104,144,30,60
0.94920635,0.2314412776466468,144,30,60
0.94920635,0.185153022117317,30,100,30
0.94920635,0.14812241769385448,144,30,60
0.92698413,-0.10372427482166158,100,100,100
0.94920635,0.1392427891194159,144,100,30
0.92698413,-0.11082797768121377,144,30,60
0.9238095,-0.12040841199879249,30,100,100
0.92698413,-0.06458069974521363,144,30,30
0.94920635,0.17055764918057492,144,30,60
0.93968254,0.041208029782997535,144,144,144
0.93968254,0.03296642382639714,60,100,60
0.9206349,-0.1641030400618071,144,144,30
0.93650794,0.02744771721965855,144,100,144
0.95238096,0.18068832304483085,144,30,60
0.94603175,0.08105859872822307,100,60,100
0.94285715,0.03310084912875766,144,30,60
0.93333334,-0.0687574102584565,144,30,60
0.93650794,-0.023259898352945285,144,30,60
0.9206349,-0.17733806795146023,144,30,60
0.9206349,-0.14187045436116819,30,30,30
0.93015873,-0.018258273927471702,144,60,60
0.9111111,-0.20508279826490172,60,30,144
0.9111111,-0.16406623861192182,30,60,30
0.93015873,0.059223188233387125,144,100,60
0.92698413,0.0156325207328889,144,100,60
0.94920635,0.23472822556305672,144,100,60
0.93968254,0.09254449088898387,100,100,100
0.93333334,0.01054353300354638,100,144,60
0.94920635,0.16716497567194066,144,100,60
0.9079365,-0.2789664075621179,144,100,60
0.8984127,-0.31841121561115626,30,144,100
0.93968254,0.15796941561074584,100,144,144
0.9015873,-0.2545768257572534,30,30,100
0.93015873,0.08205280807858428,100,144,60
0.93333334,0.0973882763166889,100,30,30
0.9238095,-0.01732746850811151,100,144,30
0.93968254,0.14486817446261568,100,100,60
0.8825397,-0.45553399779868275,100,100,60
0.93015873,0.11176324956836625,100,60,60
0.92698413,0.057664569800872645,30,30,30
0.93333334,0.10962371554833927,60,60,60
0.93650794,0.119445002292492,100,100,100
0.93650794,0.09555600183399404,100,100,60
0.93968254,0.10819083132101559,100,60,144
0.93968254,0.08655266505681158,100,60,60
0.9174603,-0.15298007693129723,100,60,60
0.94920635,0.19507623699317023,144,30,100
0.93650794,0.02907687017925209,100,100,60
0.95238096,0.1819916454125059,60,144,100
0.93968254,0.018609196914721737,144,100,144
0.9238095,-0.1438427917373275,100,100,60
0.93650794,0.011909886025420757,60,144,144
0.94603175,0.10476599838179945,144,30,30
0.93968254,0.020320738997797738,144,30,60
0.9238095,-0.1424735580708658,30,60,30
0.92698413,-0.08223281660287185,100,100,60
0.95238096,0.18818198554826915,144,30,144
0.9238095,-0.1351686802457719,144,30,144
0.93650794,0.018849175218664804,144,30,144
0.9015873,-0.3341269882170972,30,60,30
0.94920635,0.20888885723363337,30,100,100
0.95873016,0.26234917534836866,144,60,30
0.93333334,-0.0440888985518717,144,30,100
0.94603175,0.0917130005737854,144,30,100
0.94603175,0.07337040045902854,100,100,60
0.93650794,-0.03654176919423935,144,30,100
